Client,Lobbyist,Lobbyist_Firm,Client_Phone,Client_Address,Client_Address_2,Client_City,Client_State,Client_Zip,Client_Location
Equity Residential,"Loper, Mark","Reuben, Junius & Rose, Llp",312-928-1182,Two North Riverside Plaza,,Chicago,IL,60606,
Mark Cavagnero Associates,"Noyola, David",Platinum Advisors,415-398-6944,1045 SANSOME STREET,,SAN FRANCISCO,CA,94111,
The Hamlin School,"Bell, Veronica N.",Lighthouse Public Affairs,(415) 674-5417,2120 BROADWAY STREET,,SAN FRANCISCO,CA,94115,
Lion Enterprises,"Mogi, Viva",Platinum Advisors,415-863-3532,2525 - 16TH STREET,,SAN FRANCISCO,CA,94103,
"United Food And Commercial Workers, Local 5","Piccini, Jacqueline",Platinum Advisors,408-998-0428,240 SOUTH MARKET STREET,,SAN JOSE,CA,95113,
Anthony & Saranya Chaichana,"Garland, Marsha",Marsha Garland Public Relations,415-827-1999,King of Thai Noodle,,San Francisco,CA,94133,
"Bank Of America, N.a.","Millard, Jonathan","Bank Of America, N.a.",9803863245,100 N Tryon Street,,Charlotte,NC,28255,
Royal Auto Sales,"Lesser, Philip",Philip Lesser,(415) 241-8159,285 South Van Ness Avenue,,San Francisco,CA,94103,
Sf Armory,"Dorsey, Matt",Lighthouse Public Affairs,(415) 364-0000,1800 MISSION STREET,,SAN FRANCISCO,CA,94103,
Detert/marcus And David,"Reuben, James","Reuben, Junius & Rose, Llp",650-344-2277,c/o Onion Partners,,Sonoma,CA,95476-1561,
Emso Partners Limited,"Lucardi, Donald H.",Emso Asset Management Us Llc,212-559-0147,399 Park Avenue,,New York,NY,10022,
Pacific Rim Partners,"Junius, Andrew","Reuben, Junius & Rose, Llp",5102965001,1730 Solano Avenue,,Berkeley,CA,94707,
"Mission Street Sf, Llc","Berg, Jessica",Bergdavis Public Affairs,415-602-2180,2101 Mission Street,,San Francisco,CA,94110,
Straw,"Cassolato, Stefano",Sgc Strategic Communications,415-431-3663,203 Octavia Blvd.,,San Francisco,CA,94102,
"Treasure Island Community District (Ticd, Llc)","Wallace, Jay","Tzk Broadway, Llc",(415) 732 - 7700,"49 STEVENSON STREET, SUITE 600",,SAN FRANCISCO,CA,94015,
"Vf Outdoor, Llc - The North Face","Peterson, Rich H.",Lighthouse Public Affairs,(510) 748-2590,2701 HARBOR BAY PARKWAY,,ALAMEDA,CA,94502,
1948 Pacific Avenue,"Peterson, Rich H.",Lighthouse Public Affairs,(415) 516-5163,1948 PACIFIC AVENUE,,SAN FRANCISCO,CA,94109,
Adjusters International,"Piccini, Jacqueline",Platinum Advisors,650-583-4300,"400 OYSTER POINT BOULEVARD, #519",,SOUTH SAN FRANCISCO,CA,94080,
"Starship Technologies, Inc.","Peterson, Rich H.",Lighthouse Public Affairs,(415) 364-0000,234 MARSHALL STREET,,REDWOOD CITY,CA,94063,
J Street - Svwc Building,"Peterson, Rich H.",Lighthouse Public Affairs,(619) 376-1850,321 7TH AVENUE,,SAN DIEGO,CA,92101,
J Street - 1196 Hotel Llc,"Peterson, Rich H.",Lighthouse Public Affairs,(619) 376-1850,321 7TH AVENUE,,SAN DIEGO,CA,92101,
City Rent-A-Car,"Cassolato, Stefano",Sgc Strategic Communications,415-596-3734,1500 Van Ness Ave.,,San Francisco,CA,94109,
Aids Healthcare Foundation,"Cassolato, Stefano",Sgc Strategic Communications,323-860-5200,6255 W. Sunset Blvd.,,Los Angeles,CA,90028,
"Jasp Entertainment, Llc","Cassolato, Stefano",Sgc Strategic Communications,415-559-3245,493 Broadway,,San Francisco,CA,94133,
Mason Kirby Inc.,"Cassolato, Stefano",Sgc Strategic Communications,415-971-6414,301 Bocana St.,,San Francisco,CA,94110,
Bristol Hotel,"Cassolato, Stefano",Sgc Strategic Communications,415-296-0980,56 Mason St.,,San Francisco,CA,94102,
Golden Gate Tap Room,"Cassolato, Stefano",Sgc Strategic Communications,415-677-9999,449 Powell St.,,San Francisco,CA,94108,
Pandora Karaoke,"Cassolato, Stefano",Sgc Strategic Communications,415-710-1441,50 Mason St.,,San Francisco,CA,94102,
Sirhed Management,"Cassolato, Stefano",Sgc Strategic Communications,415-602-4222,2610 Mission St.,,San Francisco,CA,94110,
"Lauda, Inc.","Cassolato, Stefano",Sgc Strategic Communications,310-309-7108,1314 Grant Ave.,,San Francisco,CA,94133,
International House Of Fine Wine & Spirits,"Cassolato, Stefano",Sgc Strategic Communications,415-989-8311,395 Geary St.,,San Francisco,CA,94102,
Mason Kirby,"Cassolato, Stefano",Sgc Strategic Communications,415-971-6414,495 Chapman St.,,San Francisco,CA,94110,
"Sam Wo Ventures, Llc","Cassolato, Stefano",Sgc Strategic Communications,415-720-4208,2169 Harbor Bay Parkway,,Alameda,CA,94502,
Seniore's Pizza,"Cassolato, Stefano",Sgc Strategic Communications,415-661-2222,2415 19th Ave.,,San Francisco,CA,94116,
Yellow Bus Sightseeing Tours,"Cassolato, Stefano",Sgc Strategic Communications,949-294-3275,555 North Point St.,,San Francisco,CA,94133,
Alla Eddine Beddar Benhamimi,"Cassolato, Stefano",Sgc Strategic Communications,415-341-6575,2718 Hyde St.,,San Francisco,CA,94109,
Ahi Mahi Fish Grill,"Cassolato, Stefano",Sgc Strategic Communications,310-279-8833,1511 Sloat Blvd.,,San Francisco,CA,94132,
"Sf Prosperity 2, Llc","Murphy, Alan",Alan Murphy,510-415-2888,"290 Division Street, Suite 401",,San Francisco,CA,94103,
Ch2mhill,"Tourk, Alex",Ground Floor Public Affairs,415-541-7220,33 New Montgomery St # 2000,,San Francisco,CA,94105,
U. Martin And Wenxin Li Laeuchli,"Kelly, Susanne",Hanson Bridgett Llp,415-995-5065,1 Market Street,,San Francisco,CA,94105,
Sustainable Living Llc,"Cuadra, Luis",Luis Cuadra,415-788-1000,1592 Union Street,,San Francisco,CA,94123,
System 1 Biosciences,"Junius, Andrew","Reuben, Junius & Rose, Llp",415-567-9000,1554 Grove St,,San Franciso,CA,94117,
"Troon Pacific, Inc.","Angelis, Chloe","Reuben, Junius & Rose, Llp",415-504-8100,"1 Post Street, Ste. 2210",,San Francisco,CA,94104,
Kawaja Family Trust,"Junius, Andrew","Reuben, Junius & Rose, Llp",4154077171,2517 Pacific Ave,,San Francisco,CA,94115,
"Bmw Properties, Llc","Knight, Jody","Reuben, Junius & Rose, Llp",415-716-0093,P.O. Box 460039,,San Francisco,CA,94146,
Moshayedi Properties,"Angelis, Chloe","Reuben, Junius & Rose, Llp",415-567-9000,"2505 West Coast Highway, Ste. 201",,Newport Beach,CA,92663,
Heydayian/nade,"Sarjapur, Melinda A.","Reuben, Junius & Rose, Llp",4155588244,168 Welsh Street,,San Francisco,CA,94107,
Agrawal/navin,"Silverman, David","Reuben, Junius & Rose, Llp",415-244-0355,3837 18th Street,,San Francisco,CA,94114,
Keith Rabois,"Tunny, Thomas","Reuben, Junius & Rose, Llp",4155679000,2 Everson Street,,San Francisco,CA,94131,
Distilled Spirits Council Of The Us,"Noyola, David",Platinum Advisors,202-682-8866,"1250 I STREET, NW #400",,WASHINGTON,DC,20005,
Hines Corporation,"Junius, Andrew","Reuben, Junius & Rose, Llp",415-982-6200,"101 California St., Ste. 1000",,San Francisco,CA,94111,
Regent Development Associates Llc,"Sarjapur, Melinda A.","Reuben, Junius & Rose, Llp",646-223-3232,"49 W. 45th Street, 8th Floor",,New York,NY,10036,
Adam Stein And Stephanie Ting,"Catalano, Tuija","Reuben, Junius & Rose, Llp",4155679000,"205 E. 92nd St., No. 30D",,New York,NY,10128,
Tishman Speyer,"Mogi, Viva",Platinum Advisors,415-536-1850,"ONE BUSH STREET, #450",,SAN FRANCISCO,CA,94107,
Angela Valgiusti Dba Birba Wine Bar,"Angelis, Chloe","Reuben, Junius & Rose, Llp",415-567-9000,458 Grove Street,,San Francisco,CA,94101,
Trammell Crow Residential,"Loper, Mark","Reuben, Junius & Rose, Llp",4155679000,"39 Forrest St., Ste. 201",,Mill Valley,CA,94941,
Shipley Street Llc,"Knight, Jody","Reuben, Junius & Rose, Llp",415-567-9000,255 Shipley Street,,San Francisco,CA,94110,
Tierney/joe,"Silverman, David","Reuben, Junius & Rose, Llp",4155679000,PO Box 225175,,San Francisco,CA,94122,
Getaround,"Angelis, Chloe","Reuben, Junius & Rose, Llp",646-369-4117,1177 Harrison Street,,San Francisco,CA,94103,
Trammell Crow Residential,"Kevlin, John","Reuben, Junius & Rose, Llp",415-567-9000,"39 Forrest St., Ste. 201",,Mill Valley,CA,94941,
"Rabois, Keith","Tunny, Thomas","Reuben, Junius & Rose, Llp",415-567-9000,2 Everson Street,,San Francisco,CA,94131,
Hometown Heart,"Junius, Andrew","Reuben, Junius & Rose, Llp",415-567-9000,414 Lesser Street,,Oakland,CA,94601,
"Boos Development West, Llc","Sarjapur, Melinda A.","Reuben, Junius & Rose, Llp",4155679000,"410 Park Place Blvd., Ste. 100",,Clearwater,FL,33759,
Cafe Reveille,"Junius, Andrew","Reuben, Junius & Rose, Llp",415-974-1234,937 Harrison St,,San,CA,94107,
Keith Robois,"Tunny, Thomas","Reuben, Junius & Rose, Llp",4155679000,2 Everson Street,,San Francisco,CA,94131,
"Starcity Properties, Inc.","Angelis, Chloe","Reuben, Junius & Rose, Llp",415-519-2973,1028 Kearny Street,,San Francisco,CA,94113,
Airbnb,"Owen, David","Airbnb, Inc.",415-685-4812,888 Brannan Street,,San Francisco,CA,94103,
Paramount Group,"Jordan, K. Taylor",Lighthouse Public Affairs,(415) 364-0000,ONE MARKET PLAZA,,SAN FRANCISCO,CA,94105,
Motivate,"Hayward, A. Boe",Lighthouse Public Affairs,(503) 482-7042,5202 3RD AVENUE,,BROOKLYN,NY,11220,
Motivate,"Bell, Veronica N.",Lighthouse Public Affairs,(503) 482-7042,5202 3RD AVENUE,,BROOKLYN,NY,11220,
Paramount Group,"Peterson, Rich H.",Lighthouse Public Affairs,(415) 364-0000,ONE MARKET PLAZA,,SAN FRANCISCO,CA,94105,
Paramount Group,"Overman, Jason",Lighthouse Public Affairs,(415) 364-0000,ONE MARKET PLAZA,,SAN FRANCISCO,CA,94105,
"Eaze Solutions, Inc.","Guehring, Ross E.",Lighthouse Public Affairs,(415) 364-0000,"160 PINE STREET, SUITE 350",,SAN FRANCISCO,CA,94111,
Paramount Group,"Bell, Veronica N.",Lighthouse Public Affairs,(415) 364-0000,ONE MARKET PLAZA,,SAN FRANCISCO,CA,94105,
"Airbnb, Inc.","Owen, David","Airbnb, Inc.",4153896800,c/o 2350 Kerner Blvd.,,San Rafael,CA,94901,
"Eaze Solutions, Inc.","Moriarity, Anne",Lighthouse Public Affairs,(415) 364-0000,"160 PINE STREET, SUITE 350",,SAN FRANCISCO,CA,94111,
Paramount Group,"Guehring, Ross E.",Lighthouse Public Affairs,(415) 364-0000,ONE MARKET PLAZA,,SAN FRANCISCO,CA,94105,
Motivate,"Dorsey, Matt",Lighthouse Public Affairs,(503) 482-7042,5202 3RD AVENUE,,BROOKLYN,NY,11220,
"One Sansome Property, Llc","Bell, Veronica N.",Lighthouse Public Affairs,(415) 364-0000,1 SANSEI STREET,,SAN FRANCISCO,CA,94133,
"Eaze Solutions, Inc.","Peterson, Rich H.",Lighthouse Public Affairs,(415) 364-0000,"160 PINE STREET, SUITE 350",,SAN FRANCISCO,CA,94111,
"Eaze Solutions, Inc.","Overman, Jason",Lighthouse Public Affairs,(415) 364-0000,"160 PINE STREET, SUITE 350",,SAN FRANCISCO,CA,94111,
Distilled Spirits Council Of The Us,"Owen, David",Platinum Advisors,202-682-8866,"1250 I STREET, NEW #400",,WASHINGTON,DC,20005,
"One Sansome Property, Llc","Hayward, A. Boe",Lighthouse Public Affairs,(415) 364-0000,1 SANSEI STREET,,SAN FRANCISCO,CA,94133,
"One Sansome Property, Llc","Clemens, Alexander",Lighthouse Public Affairs,(415) 364-0000,1 SANSEI STREET,,SAN FRANCISCO,CA,94133,
Northeastern University,"Johnston, Karin",Hms Associates,617-390-6249,360 Huntington Avenue,,Boston,MA,02115,
"Eaze Solutions, Inc.","Dorsey, Matt",Lighthouse Public Affairs,(415) 364-0000,"160 PINE STREET, SUITE 350",,SAN FRANCISCO,CA,94111,
"Eaze Solutions, Inc.","Clemens, Alexander",Lighthouse Public Affairs,(415) 364-0000,"160 PINE STREET, SUITE 350",,SAN FRANCISCO,CA,94111,
Trumark Commercial,"Noyola, David",Platinum Advisors,925-648-4700,"4185 BLACKHAWK PLAZA CIRCLE, #102",,DANVILLE,CA,94506,
Paramount Group,"Hayward, A. Boe",Lighthouse Public Affairs,(415) 364-0000,ONE MARKET PLAZA,,SAN FRANCISCO,CA,94105,
"One Sansome Property, Llc","Guehring, Ross E.",Lighthouse Public Affairs,(415) 364-0000,1 SANSEI STREET,,SAN FRANCISCO,CA,94133,
"One Sansome Property, Llc","Overman, Jason",Lighthouse Public Affairs,(415) 364-0000,1 SANSEI STREET,,SAN FRANCISCO,CA,94133,
Motivate,"Peterson, Rich H.",Lighthouse Public Affairs,(503) 482-7042,5202 3RD AVENUE,,BROOKLYN,NY,10019,
"Eaze Solutions, Inc.","Bell, Veronica N.",Lighthouse Public Affairs,(415) 364-0000,"160 PINE STREET, SUITE 350",,SAN FRANCISCO,CA,94111,
"Eaze Solutions, Inc.","Jordan, K. Taylor",Lighthouse Public Affairs,(415) 364-0000,"160 PINE STREET, SUITE 350",,SAN FRANCISCO,CA,94111,
Paramount Group,"Clemens, Alexander",Lighthouse Public Affairs,(415) 364-0000,ONE MARKET PLAZA,,SAN FRANCISCO,CA,94105,
Rai Services Company,"Rutland Jr., William","William Rutland, Jr., Llc",336-741-6680,PO BOX 464,,WINSTON-SALEM,NC,27102,
Motivate,"Guehring, Ross E.",Lighthouse Public Affairs,(503) 482-7042,5202 3RD AVENUE,,BROOKLYN,NY,11220,
Motivate,"Clemens, Alexander",Lighthouse Public Affairs,(503) 482-7042,5202 3RD AVENUE,,BROOKLYN,CA,11220,
Salesforce.com Inc.,"Noyola, David",Platinum Advisors,415-901-7000,"1 MARKET STREET, #300",,SAN FRANCISCO,CA,94105,
American Medical Response,"Potashner, Eric",Platinum Advisors,303-495-1200,"6200 SOUTH SYRACUSE WAY, #200",,GREENWOOD VILLAGE,CO,80111,
"Csdc Systems, Inc.","Johnston, Karin",Hms Associates,905-206-1296,1705 Tech Avenue,,Mississauga,CA,00000,
"Essex Property Trust, Inc.","Murphy, Alan",Alan Murphy,650-494-3700,925 East Meadow Drive,,Palo Alto,CA,94303,
"Indigo Partners, Llc","Rape, Ashley","Tpg Capital Bd, Llc",602-224-1500,2525 E. Camelback,,Phoenix,AZ,85016,
"Farallon Capital Management, L.l.c.","Cable, Tory","Farallon Capital Management, L.l.c.",415-421-2132,1 Maritime Plaza,,San Francisco,CA,94111,
Victory Automotive Group,"Jordan, K. Taylor",Lighthouse Public Affairs,(415) 364-0000,"46352 MICHIGAN AVE, 2ND FLOOR",,CANTON,MI,48188,
Alta Vista School,"Piccini, Jacqueline",Noyola Piccini Group,4154673700,450 SOMERSET STREET,,SAN FRANCISCO,CA,94134,
Cim Group,"Reuben, James","Reuben, Junius & Rose, Llp",510-992-6163,"246 First Street (SF) Owner, LLC",,Los Angeles,CA,90028,
98 Pennsylvania Ave,"Clemens, Alexander",Lighthouse Public Affairs,(415) 364-0000,40 BERNAL HEIGHTS,,SAN FRANCISCO,CA,94110,
Amec,"Piccini, Jacqueline",Platinum Advisors,510-663-4100,"2101 WEBSTER STREET, 12TH Floor",,OAKLAND,CA,94612,
One Vassar Llc,"Junius, Andrew","Reuben, Junius & Rose, Llp",4155679000,433 California Street,,San Francisco,CA,94104,
Vce Enterprises,"Rossi, Jaime",Barbary Coast Consulting,646-431-3202,4529 25th Street,,San Francisco,CA,94114,
"Wendy Zeng, Wendy","Garland, Marsha",Marsha Garland Public Relations,415-568-1813,870 Taraval Street,,San Francisco,CA,94116,
Secom International,"Crowley, Coleen",Platinum Advisors,310-641-1290,9610 BELLANCA AVENUE,,LOS ANGELES,CA,90045,
Au Energy,"Dorsey, Matt",Lighthouse Public Affairs,(510) 270-3410,41805 ALBRAE STREET,,FREMONT,CA,94538,
California Pacific Medical Center,"Clemens, Alex",Barbary Coast Consulting,415-600-6000,P.O. Box 7999,,San Francisco,CA,94120,
Transdev,"Kirk, Laura",Platinum Advisors,6305717070,"720 EAST BUTTERFIELD ROAD, SUITE 300",,LOMBARD,IL,60148,
Cim Group,"Loper, Mark","Reuben, Junius & Rose, Llp",323-860-7446,4700 Wilshire Blvd.,,Los Angeles,CA,90010,
Ufcw Western States Superfund,"Piccini, Jacqueline",Platinum Advisors,206-575-2211,"1775 K STREET, NW",,WASHINGTON,DC,20006,
Bay To Breakers,"Alberti, Adam","Singer Associates, Inc.",(415) 934-0991,600 Townsend Street,,San Francisco,CA,94103,
Common Living Inc.,"Hayward, A. Boe",Lighthouse Public Affairs,(310) 804-7161,335 MADISON AVE. 2ND FLOOR,,NEW YORK,NY,10017,
Double Aa Corporation,"Silverman, David","Reuben, Junius & Rose, Llp",650-589-7722,1435 Huntington Avenue,,South San Francisco,CA,94080,
California Masonic Memorial Temple,"Vettel, Steve",Farella Braun And Martel,(510) 795-9173,38660 Pickering Terrace,,Fremont,CA,94536,
"Telegraph Hill Housing, Llc","Frattin, Daniel","Reuben, Junius & Rose, Llp",8587523375,735 Montgomery Street,,San Francisco,CA,94111,
Prologis,"Dorsey, Matt",Lighthouse Public Affairs,(303) 567-5000,"PIER ONE, BAY ONE",,SAN FRANCISCO,CA,94111,
Accela,"Gruwell, Chris",Platinum Advisors,925-560-6577,"4160 DUBLIN BOULEVARD, SUITE 128",,DUBLIN,CA,94568,
Millennium Partners,"Smolens, H. Marcia",Hms Associates,415-593-1100,735 Market Street,,San Francisco,CA,94103,
"Ch2m Hill, Inc.","Clemens, Alexander",Lighthouse Public Affairs,(888) 242-6445,9191 SOUTH JAMAICA STREET,,ENGLEWOOD,CO,80112,
Cerberus Capital Management,"Swanezy, Susan",Hodes Weill & Associates,212 891 2100,875 Third Avenue,,New York,NY,10022,
Bluemercury Store,"Clemens, Alexander",Lighthouse Public Affairs,(301) 520-8185,"1010 WISCONSIN AVENUE NW, SUITE 700",,WASHINGTON,DC,20007,
Bauer's Intelligent Transportation,"Piccini, Jacqueline",Noyola Piccini Group,877-958-9135,PIER 50,,SAN FRANCISCO,CA,94158,
Boston Properties Limited Partnership,"Mogi, Viva",Platinum Advisors,415-772-0701,"FOUR EMBARCADERO CENTER, SUITE 1",,SAN FRANCISCO,CA,94111,
Alta Vista School,"Gladstone, Brett",Hanson Bridgett Llp,415-279-6186,450 Somerset Street,,San Francisco,CA,94134,
Motivate,"Jordan, K. Taylor",Lighthouse Public Affairs,(503) 482-7042,5202 3RD AVENUE,,BROOKLYN,NY,11220,
"Eaze Solutions, Inc.","Hayward, A. Boe",Lighthouse Public Affairs,(415) 364-0000,"160 PINE STREET, SUITE 350",,SAN FRANCISCO,CA,94111,
Paramount Group,"Dorsey, Matt",Lighthouse Public Affairs,(415) 364-0000,ONE MARKET PLAZA,,SAN FRANCISCO,CA,94105,
Motivate,"Moriarity, Anne",Lighthouse Public Affairs,(503) 482-7042,5202 3RD AVENUE,,BROOKLYN,NY,10019,
Paramount Group,"Moriarity, Anne",Lighthouse Public Affairs,(415) 364-0000,ONE MARKET PLAZA,,SAN FRANCISCO,CA,94105,
California Health Institute,"Hawkins, Michael",Carpenterhawkinssievers,858-551-6677,888 Prospect Street #220,,La Jolla,CA,92037,
Baybio,"Piccini, Jacqueline",Platinum Advisors,650-871-3250,"250 E. GRAND AVE, #26",,SOUTH SAN FRANCISCO,CA,94080,
"Bluxome Partners, Llc","Gladstone, Brett",Hanson Bridgett Llp,760-214-8753,"2655 PINE STREET, #1",,SAN FRANCISCO,CA,94115,
"One Sansome Property, Llc","Dorsey, Matt",Lighthouse Public Affairs,(415) 364-0000,1 SANSEI STREET,,SAN FRANCISCO,CA,94133,
"One Sansome Property, Llc","Jordan, K. Taylor",Lighthouse Public Affairs,(415) 364-0000,1 SANSEI STREET,,SAN FRANCISCO,CA,94133,
Motivate,"Overman, Jason",Lighthouse Public Affairs,(503) 482-7042,5202 3RD AVENUE,,BROOKLYN,NY,10019,
"One Sansome Property, Llc","Peterson, Rich H.",Lighthouse Public Affairs,(415) 364-0000,1 SANSEI STREET,,SAN FRANCISCO,CA,94133,
"One Sansome Property, Llc","Moriarity, Anne",Lighthouse Public Affairs,(415) 364-0000,1 SANSEI STREET,,SAN FRANCISCO,CA,94133,
Hotel Council Of San Francisco,"Alberti, Adam","Singer Associates, Inc.",(415) 391-5197,323 Geary St # 517,,San Francisco,CA,94105,
Dpt 46 Geary Street Llc,"Ho, David",Long Ying International,415-531-5271,458 Carlton Court,,South San Francisco,CA,94080,
Preferred Bank,"Ho, David",Long Ying International,415- 817-1682,"600 California Street, Suite 550",,San Francisco,CA,94108,
1660 Mission Llc,"Ho, David",Long Ying International,510-415-2888,290 Division St.,,San Francisco,CA,94103,
Dpt 1325 Howard St. Llc,"Ho, David",Long Ying International,415-531-5271,458 Carlton Court,,South San Francisco,CA,94080,
Trumark Commercial,"Mogi, Viva",Platinum Advisors,(925) 548-4700,"4185 BLACKHAWK PLAZA CIRCLE, #102",,DANVILLE,CA,94506,
"Digital 365 Main, Llc","Gregg, Andrew",Self,(415) 735-6500,365 Main Street,,San Francisco,CA,94105,
"Emerald Fund, Inc.","Vettel, Steve",Farella Braun And Martel,(415) 777-2914,"235 Montgomery Street, 27th Floor",,San Francisco,CA,94104,
556 Llc,"Gregg, Andrew",Self,(415) 412-8468,"1483 Sutter Street, 907",,San Francisco,CA,94109,
Ofo,"Tourk, Alex",Ground Floor Public Affairs,415-291-9501,"2 Embarcadero Center, 8th Floor",,San Francisco,CA,94111,
Sf.citi,"Stojkovic, Jennifer",Sf.citi,4152919502,"58 2nd st, 4th floor",,San Francisco,CA,94105,
Buena Vista Llc,"Tourk, Alex",Ground Floor Public Affairs,925-254-5510,c/o Solit Interests Group,,Orinda,CA,94563,
The East Cut Community Benefit District,"Tourk, Alex",Ground Floor Public Affairs,4155365880,"160 Spear Street, Suite 230",,San Francisco,CA,94105,
Millienium Tower Home Owners Assoc.,"Hayward, A. Boe",Lighthouse Public Affairs,(415) 364-0000,301 MISSION STREET,,SAN FRANCISCO,CA,94105,
"4230 18th St. Partners, Lp","Frattin, Daniel","Reuben, Junius & Rose, Llp",415-292-2601,2044 Union Street,,San Francisco,CA,94123,
"Brick & Timber Collective, Llc","Loper, Mark","Reuben, Junius & Rose, Llp",4155679000,590 Pacific Ave.,,San Francisco,CA,94133,
Presidio Surgery Center,"Junius, Andrew","Reuben, Junius & Rose, Llp",415-659-3141,"1635 Divisadero, Ste. 200",,San Francisco,CA,94115,
Regent Development Associates Llc,"Reuben, James","Reuben, Junius & Rose, Llp",646-223-3232,"49 W. 45th St., 8th Fl.",,New York,NY,10036,
Geoffrey Rosenblatt,"Frattin, Daniel","Reuben, Junius & Rose, Llp",4156831019,3450 Sacramento St. #103,,San Francisco,CA,94118,
Kiernan Harty,"Kevlin, John","Reuben, Junius & Rose, Llp",415-567-9000,1254 41st Avenue,,San Francisco,CA,94122,
"Cypress Market Street Venture Ii Gp, Llc","Frattin, Daniel","Reuben, Junius & Rose, Llp",214-561-8856,"8243 Douglas Ave., Ste. 200",,Dallas,TX,75225,
1708 Pacific Llc,"Loper, Mark","Reuben, Junius & Rose, Llp",415-531-8311,431 Steiner Street,,San Francisco,CA,94117,
J2 Properties,"Angelis, Chloe","Reuben, Junius & Rose, Llp",4153593681,1929 Van Ness Ave.,,San Francisco,CA,94109,
Trumark Commercial,"Owen, David",Platinum Advisors,925-648-4700,"4185 BLACKHAWK PLAZA CIRCLE, #102",,DANVILLE,CA,94506,
Adjusters International,"Owen, David",Platinum Advisors,650-583-4300,"400 OYSTER POINT BOULEVARD, #519",,SOUTH SAN FRANCISCO,CA,94080,
Jeff Levinsohn,"Kevlin, John","Reuben, Junius & Rose, Llp",415-748-5922,3772 20th St.,,San Francisco,CA,94110,
Umpqua Bank,"Junius, Andrew","Reuben, Junius & Rose, Llp",8664867782,20085 NW Tanasbourne Drive,,Hillsboro,OR,97124,
Cevian Capital,"Henderson, David",Cevian Capital,4147639123,"2639 NORTH DOWNER AVENUE, SUITE 1",,MILWAUKEE,CA,53211,
"Associate Capital, Llc","Piccini, Jacqueline",Noyola Piccini Group,(415) 713-3699,1555 PACIFIC AVENUE,,SAN FRANCISCO,CA,94109,
